location,name,freq,weighting,n_factors,date,ret
usa,short_term_reversal,monthly,vw,4,1949-01-31,0.00843327104457474
usa,short_term_reversal,monthly,vw,4,1949-02-28,-0.0040981648656314
usa,short_term_reversal,monthly,vw,4,1949-03-31,0.00679918404814721
usa,short_term_reversal,monthly,vw,4,1949-04-30,0.000318624738493484
usa,short_term_reversal,monthly,vw,4,1949-05-31,-0.00178659902080329
usa,short_term_reversal,monthly,vw,4,1949-06-30,-0.00350984406412805
usa,short_term_reversal,monthly,vw,4,1949-07-31,0.0101465228259794
usa,short_term_reversal,monthly,vw,4,1949-08-31,-0.00230406502720307
usa,short_term_reversal,monthly,vw,4,1949-09-30,-0.00318136813317035
usa,short_term_reversal,monthly,vw,4,1949-10-31,-0.00069098734277097
usa,short_term_reversal,monthly,vw,4,1949-11-30,-0.00389104620541153
usa,short_term_reversal,monthly,vw,4,1949-12-31,-0.00705359401546418
usa,short_term_reversal,monthly,vw,4,1950-01-31,-0.00672766966546144
usa,short_term_reversal,monthly,vw,4,1950-02-28,0.00296391437374336
usa,short_term_reversal,monthly,vw,4,1950-03-31,0.00697347454526802
usa,short_term_reversal,monthly,vw,4,1950-04-30,0.00349414254649568
usa,short_term_reversal,monthly,vw,4,1950-05-31,-0.00519637066520461
usa,short_term_reversal,monthly,vw,4,1950-06-30,-0.00729437175785327
usa,short_term_reversal,monthly,vw,4,1950-07-31,-0.0137759776775995
usa,short_term_reversal,monthly,vw,4,1950-08-31,0.00828114026114168
usa,short_term_reversal,monthly,vw,4,1950-09-30,-0.00802958381390919
usa,short_term_reversal,monthly,vw,4,1950-10-31,0.0158356479228745
usa,short_term_reversal,monthly,vw,4,1950-11-30,0.0122572509078422
usa,short_term_reversal,monthly,vw,4,1950-12-31,-0.0266781625862866
usa,short_term_reversal,monthly,vw,4,1951-01-31,0.00510577784627892
usa,short_term_reversal,monthly,vw,4,1951-02-28,0.0238739226148325
usa,short_term_reversal,monthly,vw,4,1951-03-31,0.00222099186379779
usa,short_term_reversal,monthly,vw,4,1951-04-30,-0.00470878642266405
usa,short_term_reversal,monthly,vw,4,1951-05-31,0.00767125484954613
usa,short_term_reversal,monthly,vw,5,1951-06-30,-0.00942908959245666
usa,short_term_reversal,monthly,vw,5,1951-07-31,-0.00522102335732629
usa,short_term_reversal,monthly,vw,5,1951-08-31,0.0084576334497481
usa,short_term_reversal,monthly,vw,5,1951-09-30,0.00447758823113102
usa,short_term_reversal,monthly,vw,5,1951-10-31,0.010488311520088
usa,short_term_reversal,monthly,vw,5,1951-11-30,0.00557393927488516
usa,short_term_reversal,monthly,vw,5,1951-12-31,0.00443104089653626
usa,short_term_reversal,monthly,vw,5,1952-01-31,0.0174613253831733
usa,short_term_reversal,monthly,vw,5,1952-02-29,0.00669852850029515
usa,short_term_reversal,monthly,vw,5,1952-03-31,-0.00959097181655552
usa,short_term_reversal,monthly,vw,5,1952-04-30,0.0175871130863831
usa,short_term_reversal,monthly,vw,5,1952-05-31,0.0064571103876944
usa,short_term_reversal,monthly,vw,5,1952-06-30,-0.00171336432360043
usa,short_term_reversal,monthly,vw,5,1952-07-31,-0.000690683099088348
usa,short_term_reversal,monthly,vw,5,1952-08-31,0.00893984280121469
usa,short_term_reversal,monthly,vw,5,1952-09-30,-0.0063520796275807
usa,short_term_reversal,monthly,vw,5,1952-10-31,0.00593254830674852
usa,short_term_reversal,monthly,vw,5,1952-11-30,0.00906999058987952
usa,short_term_reversal,monthly,vw,5,1952-12-31,0.0156667791903068
usa,short_term_reversal,monthly,vw,5,1953-01-31,0.00299724453867354
usa,short_term_reversal,monthly,vw,5,1953-02-28,-0.0077360424962208
usa,short_term_reversal,monthly,vw,5,1953-03-31,0.00540943726227007
usa,short_term_reversal,monthly,vw,5,1953-04-30,0.0118108766558319
usa,short_term_reversal,monthly,vw,5,1953-05-31,-0.000828525540138964
usa,short_term_reversal,monthly,vw,5,1953-06-30,0.0000263283778244638
usa,short_term_reversal,monthly,vw,5,1953-07-31,0.000219249933879059
usa,short_term_reversal,monthly,vw,5,1953-08-31,0.00205543334182578
usa,short_term_reversal,monthly,vw,5,1953-09-30,-0.0034791490616336
usa,short_term_reversal,monthly,vw,5,1953-10-31,0.00332569504025964
usa,short_term_reversal,monthly,vw,5,1953-11-30,-0.00222229691128806
usa,short_term_reversal,monthly,vw,5,1953-12-31,-0.00282256053715845
usa,short_term_reversal,monthly,vw,5,1954-01-31,0.0154500221180675
usa,short_term_reversal,monthly,vw,5,1954-02-28,0.00472044883833916
usa,short_term_reversal,monthly,vw,5,1954-03-31,-0.00500887972730376
usa,short_term_reversal,monthly,vw,5,1954-04-30,-0.00165809136429163
usa,short_term_reversal,monthly,vw,5,1954-05-31,0.0132072151102198
usa,short_term_reversal,monthly,vw,5,1954-06-30,-0.00325867943750014
usa,short_term_reversal,monthly,vw,5,1954-07-31,0.0162428949601322
usa,short_term_reversal,monthly,vw,5,1954-08-31,0.0133775854605346
