,Short-term Reversal,Residual Momentum,Combined (59%/41%)
ann_return,0.04560943542044432,0.07999038855302881,0.05970562620480395
ann_vol,0.032633987796621335,0.05145207952497421,0.026769207088223782
sharpe,1.3976053341898462,1.5546580292095378,2.230384561187449
sortino,2.1297049256815974,1.9231468344118352,3.0777138326304403
calmar,0.1833662272075749,0.2692322370135387,0.37713399537812836
max_dd,0.2487341105012395,0.29710553773323356,0.1583140924353449
skew,0.5974050735801066,-0.8655166189996268,-0.18520909794884519
kurt,9.262583562741316,15.091935847420883,8.583846769322323
n,18041.0,18041.0,18041.0
