location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
usa,resff3_12_1,daily,ew,1,272,129,1953-05-01,0.000143942011627907
usa,resff3_12_1,daily,ew,1,272,129,1953-05-04,-0.00204493497909145
usa,resff3_12_1,daily,ew,1,272,129,1953-05-05,0.00137463576826042
usa,resff3_12_1,daily,ew,1,272,129,1953-05-06,0.00207539356637394
usa,resff3_12_1,daily,ew,1,271,128,1953-05-07,0.00161415091809508
usa,resff3_12_1,daily,ew,1,272,129,1953-05-08,0.00184521560527999
usa,resff3_12_1,daily,ew,1,272,129,1953-05-11,0.00241358810494389
usa,resff3_12_1,daily,ew,1,272,129,1953-05-12,0.00242332111488047
usa,resff3_12_1,daily,ew,1,272,129,1953-05-13,-0.00161196187922155
usa,resff3_12_1,daily,ew,1,271,129,1953-05-14,0.00128184681689706
usa,resff3_12_1,daily,ew,1,271,129,1953-05-15,-0.000806521923326286
usa,resff3_12_1,daily,ew,1,272,129,1953-05-18,0.0000855235196996801
usa,resff3_12_1,daily,ew,1,272,129,1953-05-19,-0.00220998716808153
usa,resff3_12_1,daily,ew,1,272,129,1953-05-20,0.0000229862686561503
usa,resff3_12_1,daily,ew,1,272,129,1953-05-21,0.000525039504439747
usa,resff3_12_1,daily,ew,1,272,129,1953-05-22,-0.000445027342500135
usa,resff3_12_1,daily,ew,1,272,129,1953-05-25,0.00118491876345747
usa,resff3_12_1,daily,ew,1,272,129,1953-05-26,0.00278726098569957
usa,resff3_12_1,daily,ew,1,271,129,1953-05-27,-0.000789442418588387
usa,resff3_12_1,daily,ew,1,272,129,1953-05-28,0.00148105800304115
usa,resff3_12_1,daily,ew,1,272,129,1953-05-29,-0.000591993789244863
usa,resff3_12_1,daily,ew,1,458,221,1953-06-01,-0.00164663144637359
usa,resff3_12_1,daily,ew,1,459,222,1953-06-02,0.000900557989154978
usa,resff3_12_1,daily,ew,1,458,222,1953-06-03,0.000871363444360816
usa,resff3_12_1,daily,ew,1,459,222,1953-06-04,0.000779282308820848
usa,resff3_12_1,daily,ew,1,458,222,1953-06-05,-0.000881657530185882
usa,resff3_12_1,daily,ew,1,458,221,1953-06-08,0.000641199555804539
usa,resff3_12_1,daily,ew,1,459,222,1953-06-09,0.000333460883607029
usa,resff3_12_1,daily,ew,1,459,222,1953-06-10,-0.0011908858020869
usa,resff3_12_1,daily,ew,1,459,222,1953-06-11,-0.000511461770897481
usa,resff3_12_1,daily,ew,1,459,222,1953-06-12,0.0021791549455012
usa,resff3_12_1,daily,ew,1,459,222,1953-06-15,-0.00109287453523777
usa,resff3_12_1,daily,ew,1,457,221,1953-06-16,0.0020941595733664
usa,resff3_12_1,daily,ew,1,459,222,1953-06-17,-0.00151873965464135
usa,resff3_12_1,daily,ew,1,458,222,1953-06-18,-0.000206053709949823
usa,resff3_12_1,daily,ew,1,458,221,1953-06-19,0.000368301032803056
usa,resff3_12_1,daily,ew,1,459,222,1953-06-22,0.000336973228178812
usa,resff3_12_1,daily,ew,1,459,222,1953-06-23,0.000974183820817653
usa,resff3_12_1,daily,ew,1,459,222,1953-06-24,0.00144983965514312
usa,resff3_12_1,daily,ew,1,459,222,1953-06-25,0.00055034613551146
usa,resff3_12_1,daily,ew,1,459,222,1953-06-26,0.000218450817282473
usa,resff3_12_1,daily,ew,1,459,222,1953-06-29,0.000843880419785608
usa,resff3_12_1,daily,ew,1,459,222,1953-06-30,-0.000250074395763484
usa,resff3_12_1,daily,ew,1,556,273,1953-07-01,0.000549381866529466
usa,resff3_12_1,daily,ew,1,556,273,1953-07-02,0.000239081658017836
usa,resff3_12_1,daily,ew,1,556,273,1953-07-03,-0.000383220503618996
usa,resff3_12_1,daily,ew,1,554,272,1953-07-06,0.00103992032620666
usa,resff3_12_1,daily,ew,1,556,273,1953-07-07,0.000405872092276628
usa,resff3_12_1,daily,ew,1,556,273,1953-07-08,-0.00201488845847086
usa,resff3_12_1,daily,ew,1,555,272,1953-07-09,0.000820177114672724
usa,resff3_12_1,daily,ew,1,556,273,1953-07-10,0.000689341188220143
usa,resff3_12_1,daily,ew,1,555,272,1953-07-13,-0.000794591293543794
usa,resff3_12_1,daily,ew,1,556,273,1953-07-14,0.000988414596233448
usa,resff3_12_1,daily,ew,1,555,273,1953-07-15,0.00168837033089996
usa,resff3_12_1,daily,ew,1,555,272,1953-07-16,0.000488884365660959
usa,resff3_12_1,daily,ew,1,554,271,1953-07-17,0.000135812539342989
usa,resff3_12_1,daily,ew,1,554,272,1953-07-20,0.00114351487581123
usa,resff3_12_1,daily,ew,1,555,272,1953-07-21,0.00291014114988416
usa,resff3_12_1,daily,ew,1,554,271,1953-07-22,0.000708247292821548
usa,resff3_12_1,daily,ew,1,555,272,1953-07-23,0.000605517908162156
usa,resff3_12_1,daily,ew,1,555,272,1953-07-24,-0.00167047313142288
usa,resff3_12_1,daily,ew,1,554,272,1953-07-27,0.00186741410007248
usa,resff3_12_1,daily,ew,1,554,271,1953-07-28,0.00124398383699245
usa,resff3_12_1,daily,ew,1,554,271,1953-07-29,0.000674315082047398
usa,resff3_12_1,daily,ew,1,555,272,1953-07-30,-0.00144641190571325
usa,resff3_12_1,daily,ew,1,555,272,1953-07-31,0.00131620877956743
usa,resff3_12_1,daily,ew,1,615,302,1953-08-03,-0.00153912514674587
usa,resff3_12_1,daily,ew,1,614,302,1953-08-04,-0.00226523028977953
usa,resff3_12_1,daily,ew,1,614,301,1953-08-05,0.00264983467308465
usa,resff3_12_1,daily,ew,1,615,302,1953-08-06,0.0029542191579174
usa,resff3_12_1,daily,ew,1,615,302,1953-08-07,-0.000796295659312782
usa,resff3_12_1,daily,ew,1,615,302,1953-08-10,-0.000707631515449718
usa,resff3_12_1,daily,ew,1,615,302,1953-08-11,-0.000663861878341409
usa,resff3_12_1,daily,ew,1,614,302,1953-08-12,0.00180507836576497
usa,resff3_12_1,daily,ew,1,615,302,1953-08-13,0.0000831971621839492
usa,resff3_12_1,daily,ew,1,615,302,1953-08-14,-0.0000326321188392608
usa,resff3_12_1,daily,ew,1,613,302,1953-08-17,-0.000373876975316844
usa,resff3_12_1,daily,ew,1,615,302,1953-08-18,-0.000810000748086241
usa,resff3_12_1,daily,ew,1,615,302,1953-08-19,-0.00250963776094831
usa,resff3_12_1,daily,ew,1,614,301,1953-08-20,-0.00126530256171953
usa,resff3_12_1,daily,ew,1,615,302,1953-08-21,-0.00103182633016842
usa,resff3_12_1,daily,ew,1,614,302,1953-08-24,-0.00271193733980915
usa,resff3_12_1,daily,ew,1,615,302,1953-08-25,0.000818375542600978
usa,resff3_12_1,daily,ew,1,615,302,1953-08-26,0.000119905096832617
usa,resff3_12_1,daily,ew,1,615,302,1953-08-27,0.000236792229760066
usa,resff3_12_1,daily,ew,1,615,302,1953-08-28,0.00172669008416626
usa,resff3_12_1,daily,ew,1,615,302,1953-08-31,-0.00548249983689884
usa,resff3_12_1,daily,ew,1,628,297,1953-09-01,0.000539088244079262
usa,resff3_12_1,daily,ew,1,628,297,1953-09-02,0.00424590958670085
usa,resff3_12_1,daily,ew,1,628,297,1953-09-03,-0.0000547880982758094
usa,resff3_12_1,daily,ew,1,627,297,1953-09-04,0.00146774134356862
usa,resff3_12_1,daily,ew,1,628,297,1953-09-08,0.00163624903086352
usa,resff3_12_1,daily,ew,1,628,297,1953-09-09,0.000523396171010203
usa,resff3_12_1,daily,ew,1,628,297,1953-09-10,-0.00232053436095293
usa,resff3_12_1,daily,ew,1,628,297,1953-09-11,-0.00281961587669647
usa,resff3_12_1,daily,ew,1,628,297,1953-09-14,-0.00165494779036793
usa,resff3_12_1,daily,ew,1,628,297,1953-09-15,-0.000829470932981375
usa,resff3_12_1,daily,ew,1,627,296,1953-09-16,0.00247454895308778
usa,resff3_12_1,daily,ew,1,628,297,1953-09-17,0.000305747891514338
usa,resff3_12_1,daily,ew,1,627,296,1953-09-18,0.000532073314330617
usa,resff3_12_1,daily,ew,1,628,297,1953-09-21,-0.00118530964245476
usa,resff3_12_1,daily,ew,1,628,297,1953-09-22,0.00176087243206282
usa,resff3_12_1,daily,ew,1,628,297,1953-09-23,0.00117881770640239
usa,resff3_12_1,daily,ew,1,628,297,1953-09-24,-0.00118062889342366
usa,resff3_12_1,daily,ew,1,626,295,1953-09-25,-0.000633533798009297
usa,resff3_12_1,daily,ew,1,627,297,1953-09-28,0.00245849397239566
usa,resff3_12_1,daily,ew,1,626,296,1953-09-29,0.000530995557564568
usa,resff3_12_1,daily,ew,1,626,297,1953-09-30,0.0000309028000020344
usa,resff3_12_1,daily,ew,1,641,306,1953-10-01,0.000545431569246903
usa,resff3_12_1,daily,ew,1,640,306,1953-10-02,0.00184942912003804
usa,resff3_12_1,daily,ew,1,641,306,1953-10-05,-0.00140483551342406
usa,resff3_12_1,daily,ew,1,641,306,1953-10-06,-0.00092434614436933
usa,resff3_12_1,daily,ew,1,641,306,1953-10-07,0.00101988544631158
usa,resff3_12_1,daily,ew,1,638,304,1953-10-08,0.00120490013091308
usa,resff3_12_1,daily,ew,1,640,305,1953-10-09,-0.00032924018577212
usa,resff3_12_1,daily,ew,1,641,306,1953-10-13,0.000578099664712711
usa,resff3_12_1,daily,ew,1,641,306,1953-10-14,-0.000232447382138328
usa,resff3_12_1,daily,ew,1,640,305,1953-10-15,-0.00230145721230319
usa,resff3_12_1,daily,ew,1,641,306,1953-10-16,0.00186508818676519
usa,resff3_12_1,daily,ew,1,641,306,1953-10-19,0.000969769486422788
usa,resff3_12_1,daily,ew,1,641,306,1953-10-20,-0.000528842663030924
usa,resff3_12_1,daily,ew,1,641,306,1953-10-21,0.001478136911952
usa,resff3_12_1,daily,ew,1,641,306,1953-10-22,0.00153731072980587
usa,resff3_12_1,daily,ew,1,640,305,1953-10-23,0.00111033218765389
usa,resff3_12_1,daily,ew,1,641,306,1953-10-26,-0.000683168557412935
usa,resff3_12_1,daily,ew,1,641,306,1953-10-27,0.00111674921103697
usa,resff3_12_1,daily,ew,1,641,306,1953-10-28,-0.0000680778951741296
usa,resff3_12_1,daily,ew,1,640,306,1953-10-29,-0.00139799133596332
usa,resff3_12_1,daily,ew,1,641,306,1953-10-30,0.000273091605831626
usa,resff3_12_1,daily,ew,1,663,329,1953-11-02,0.000595690519630344
usa,resff3_12_1,daily,ew,1,663,329,1953-11-04,0.00066007227486486
usa,resff3_12_1,daily,ew,1,663,329,1953-11-05,-0.000898426452955792
usa,resff3_12_1,daily,ew,1,663,329,1953-11-06,0.000964396309494385
usa,resff3_12_1,daily,ew,1,663,329,1953-11-09,0.000275891791082576
usa,resff3_12_1,daily,ew,1,663,329,1953-11-10,0.00131606623614473
usa,resff3_12_1,daily,ew,1,663,329,1953-11-12,0.000492703769931566
usa,resff3_12_1,daily,ew,1,663,329,1953-11-13,-0.0000942530604872327
usa,resff3_12_1,daily,ew,1,662,328,1953-11-16,-0.00142078820840143
usa,resff3_12_1,daily,ew,1,663,329,1953-11-17,0.0000872321513969024
usa,resff3_12_1,daily,ew,1,663,329,1953-11-18,0.000904867803552773
usa,resff3_12_1,daily,ew,1,660,326,1953-11-19,-0.000590978915163898
usa,resff3_12_1,daily,ew,1,662,328,1953-11-20,-0.00137142991644158
usa,resff3_12_1,daily,ew,1,661,328,1953-11-23,0.00330419828315982
usa,resff3_12_1,daily,ew,1,661,328,1953-11-24,0.00106439053881841
usa,resff3_12_1,daily,ew,1,662,328,1953-11-25,-0.000461586701918352
usa,resff3_12_1,daily,ew,1,662,328,1953-11-27,0.000102453101321369
usa,resff3_12_1,daily,ew,1,662,328,1953-11-30,-0.000204266330662687
usa,resff3_12_1,daily,ew,1,659,328,1953-12-01,0.000627583743345185
usa,resff3_12_1,daily,ew,1,659,328,1953-12-02,0.000523175358553165
usa,resff3_12_1,daily,ew,1,658,328,1953-12-03,0.00119086778980731
usa,resff3_12_1,daily,ew,1,658,327,1953-12-04,0.0023698804097607
usa,resff3_12_1,daily,ew,1,659,328,1953-12-07,0.000852762972027669
usa,resff3_12_1,daily,ew,1,659,328,1953-12-08,0.00189705200429316
usa,resff3_12_1,daily,ew,1,656,327,1953-12-09,0.00120693862978134
usa,resff3_12_1,daily,ew,1,659,328,1953-12-10,0.000892126395098924
usa,resff3_12_1,daily,ew,1,659,328,1953-12-11,0.000152967068027411
usa,resff3_12_1,daily,ew,1,659,328,1953-12-14,0.00238605803992705
usa,resff3_12_1,daily,ew,1,659,328,1953-12-15,-0.000410914428904465
usa,resff3_12_1,daily,ew,1,656,326,1953-12-16,0.00144024533706525
usa,resff3_12_1,daily,ew,1,657,328,1953-12-17,0.000653965755295299
usa,resff3_12_1,daily,ew,1,659,328,1953-12-18,0.00105393427795575
usa,resff3_12_1,daily,ew,1,659,328,1953-12-21,0.00264392258601706
usa,resff3_12_1,daily,ew,1,659,328,1953-12-22,-0.0011869678869363
usa,resff3_12_1,daily,ew,1,659,328,1953-12-23,-0.000327720712940277
usa,resff3_12_1,daily,ew,1,659,328,1953-12-24,0.0000548223184759786
usa,resff3_12_1,daily,ew,1,657,326,1953-12-28,0.000899547752204149
usa,resff3_12_1,daily,ew,1,659,328,1953-12-29,-0.00115689472192727
usa,resff3_12_1,daily,ew,1,658,328,1953-12-30,0.0026200850555532
usa,resff3_12_1,daily,ew,1,659,328,1953-12-31,0.00270948134882102
usa,resff3_12_1,daily,ew,1,660,327,1954-01-04,-0.0040751426680483
usa,resff3_12_1,daily,ew,1,661,327,1954-01-05,-0.00673946899847186
usa,resff3_12_1,daily,ew,1,661,327,1954-01-06,-0.00103940893783625
usa,resff3_12_1,daily,ew,1,661,327,1954-01-07,0.000266254890257101
usa,resff3_12_1,daily,ew,1,660,327,1954-01-08,0.000645005359314399
usa,resff3_12_1,daily,ew,1,661,327,1954-01-11,-0.00151193092888901
usa,resff3_12_1,daily,ew,1,661,327,1954-01-12,-0.00127570750271109
usa,resff3_12_1,daily,ew,1,660,327,1954-01-13,0.00065951478476808
usa,resff3_12_1,daily,ew,1,661,327,1954-01-14,0.00410190803224377
usa,resff3_12_1,daily,ew,1,661,327,1954-01-15,-0.0001475088968247
usa,resff3_12_1,daily,ew,1,660,326,1954-01-18,-0.0020766322638457
usa,resff3_12_1,daily,ew,1,661,327,1954-01-19,-0.000970655416113643
usa,resff3_12_1,daily,ew,1,661,327,1954-01-20,0.000371354448205424
usa,resff3_12_1,daily,ew,1,661,327,1954-01-21,0.000107315741552674
usa,resff3_12_1,daily,ew,1,661,327,1954-01-22,-0.000305619761118131
usa,resff3_12_1,daily,ew,1,661,327,1954-01-25,0.0014494460631471
usa,resff3_12_1,daily,ew,1,661,327,1954-01-26,0.00061682387554524
usa,resff3_12_1,daily,ew,1,661,327,1954-01-27,-0.0014376547828911
usa,resff3_12_1,daily,ew,1,660,327,1954-01-28,0.000835077451936494
usa,resff3_12_1,daily,ew,1,661,327,1954-01-29,-0.00207007625059789
usa,resff3_12_1,daily,ew,1,659,328,1954-02-01,0.00206915191780733
usa,resff3_12_1,daily,ew,1,659,329,1954-02-02,0.00132043766565992
usa,resff3_12_1,daily,ew,1,660,329,1954-02-03,-0.000480610027755076
usa,resff3_12_1,daily,ew,1,660,329,1954-02-04,-0.000127703585181682
usa,resff3_12_1,daily,ew,1,660,329,1954-02-05,0.0000345131138633045
usa,resff3_12_1,daily,ew,1,660,329,1954-02-08,-0.00161645283998843
usa,resff3_12_1,daily,ew,1,659,329,1954-02-09,0.00250796201787803
usa,resff3_12_1,daily,ew,1,660,329,1954-02-10,-0.0000789572358671798
usa,resff3_12_1,daily,ew,1,660,329,1954-02-11,-0.000556506453039055
usa,resff3_12_1,daily,ew,1,660,329,1954-02-12,-0.000844509750500923
usa,resff3_12_1,daily,ew,1,660,329,1954-02-15,0.000449035354865518
usa,resff3_12_1,daily,ew,1,660,329,1954-02-16,-0.000653417920889081
usa,resff3_12_1,daily,ew,1,660,329,1954-02-17,0.000281141879357937
usa,resff3_12_1,daily,ew,1,659,329,1954-02-18,0.00279528976729906
usa,resff3_12_1,daily,ew,1,660,329,1954-02-19,0.000457277674038329
usa,resff3_12_1,daily,ew,1,660,329,1954-02-23,-0.00100124277315861
usa,resff3_12_1,daily,ew,1,660,329,1954-02-24,0.00059691882785976
usa,resff3_12_1,daily,ew,1,660,329,1954-02-25,0.00176704597841027
usa,resff3_12_1,daily,ew,1,660,329,1954-02-26,0.00169046741538582
usa,resff3_12_1,daily,ew,1,666,332,1954-03-01,0.00265052836179388
usa,resff3_12_1,daily,ew,1,665,331,1954-03-02,0.00125208488911154
usa,resff3_12_1,daily,ew,1,665,332,1954-03-03,0.000558123130078999
usa,resff3_12_1,daily,ew,1,663,331,1954-03-04,-0.000543629153177982
usa,resff3_12_1,daily,ew,1,666,332,1954-03-05,-0.000579693645523411
usa,resff3_12_1,daily,ew,1,666,332,1954-03-08,0.000212933615731188
usa,resff3_12_1,daily,ew,1,665,331,1954-03-09,-0.000718389459932545
usa,resff3_12_1,daily,ew,1,665,332,1954-03-10,0.000728844077891206
usa,resff3_12_1,daily,ew,1,666,332,1954-03-11,0.000888087829653344
usa,resff3_12_1,daily,ew,1,666,332,1954-03-12,0.000489104891521175
usa,resff3_12_1,daily,ew,1,666,332,1954-03-15,-0.000535705088357623
usa,resff3_12_1,daily,ew,1,666,332,1954-03-16,0.00355383439687613
usa,resff3_12_1,daily,ew,1,666,332,1954-03-17,-0.000961224432712287
usa,resff3_12_1,daily,ew,1,666,332,1954-03-18,-0.00241563849032898
usa,resff3_12_1,daily,ew,1,666,332,1954-03-19,-0.00168490761158827
usa,resff3_12_1,daily,ew,1,666,332,1954-03-22,0.00253244122494048
usa,resff3_12_1,daily,ew,1,666,332,1954-03-23,0.00241920585696378
usa,resff3_12_1,daily,ew,1,665,332,1954-03-24,-0.00175852366627408
usa,resff3_12_1,daily,ew,1,666,332,1954-03-25,0.00303413557119797
usa,resff3_12_1,daily,ew,1,666,332,1954-03-26,0.002099095663446
usa,resff3_12_1,daily,ew,1,666,332,1954-03-29,-0.00172511702730142
usa,resff3_12_1,daily,ew,1,666,332,1954-03-30,0.000694679660455595
usa,resff3_12_1,daily,ew,1,666,332,1954-03-31,0.00058693905245473
usa,resff3_12_1,daily,ew,1,666,328,1954-04-01,0.00161306527989065
usa,resff3_12_1,daily,ew,1,667,329,1954-04-02,0.000747113806838007
usa,resff3_12_1,daily,ew,1,667,329,1954-04-05,0.00279803053743638
usa,resff3_12_1,daily,ew,1,667,329,1954-04-06,0.000119212484978688
usa,resff3_12_1,daily,ew,1,667,329,1954-04-07,0.00053551469618622
usa,resff3_12_1,daily,ew,1,667,329,1954-04-08,-0.000245292148026114
usa,resff3_12_1,daily,ew,1,667,329,1954-04-09,-0.00187570359693531
usa,resff3_12_1,daily,ew,1,667,329,1954-04-12,0.000483314706007086
usa,resff3_12_1,daily,ew,1,667,329,1954-04-13,-0.00208667924139584
usa,resff3_12_1,daily,ew,1,666,329,1954-04-14,0.00125966873108397
usa,resff3_12_1,daily,ew,1,667,329,1954-04-15,0.00314012363189871
usa,resff3_12_1,daily,ew,1,667,329,1954-04-19,0.00196181395027158
usa,resff3_12_1,daily,ew,1,667,329,1954-04-20,0.00199805527792666
usa,resff3_12_1,daily,ew,1,667,329,1954-04-21,0.00135659093277909
usa,resff3_12_1,daily,ew,1,667,329,1954-04-22,0.00169446574714663
usa,resff3_12_1,daily,ew,1,667,329,1954-04-23,0.00325504153751371
usa,resff3_12_1,daily,ew,1,665,327,1954-04-26,0.0021845469568488
usa,resff3_12_1,daily,ew,1,664,328,1954-04-27,0.00162532167320732
usa,resff3_12_1,daily,ew,1,665,327,1954-04-28,-0.00220713908979515
usa,resff3_12_1,daily,ew,1,666,328,1954-04-29,0.00139926557940864
usa,resff3_12_1,daily,ew,1,666,328,1954-04-30,0.00257215144249834
usa,resff3_12_1,daily,ew,1,651,317,1954-05-03,0.00189755080756437
usa,resff3_12_1,daily,ew,1,651,317,1954-05-04,-0.00195875036677025
usa,resff3_12_1,daily,ew,1,651,317,1954-05-05,0.00220621626908706
usa,resff3_12_1,daily,ew,1,650,317,1954-05-06,0.000739513964163471
usa,resff3_12_1,daily,ew,1,651,317,1954-05-07,-0.00107239508360471
usa,resff3_12_1,daily,ew,1,650,317,1954-05-10,-0.000455106856924007
usa,resff3_12_1,daily,ew,1,651,317,1954-05-11,0.000918316819552693
usa,resff3_12_1,daily,ew,1,650,316,1954-05-12,-0.00451164473015169
usa,resff3_12_1,daily,ew,1,650,317,1954-05-13,-0.00109664869688321
usa,resff3_12_1,daily,ew,1,651,317,1954-05-14,-0.00289678941876216
usa,resff3_12_1,daily,ew,1,649,315,1954-05-17,0.00148056314484501
usa,resff3_12_1,daily,ew,1,651,317,1954-05-18,0.00051702627481252
usa,resff3_12_1,daily,ew,1,645,317,1954-05-19,-0.00264602995566218
usa,resff3_12_1,daily,ew,1,650,317,1954-05-20,-0.000675238552211981
usa,resff3_12_1,daily,ew,1,651,317,1954-05-21,0.000154952922396531
usa,resff3_12_1,daily,ew,1,651,317,1954-05-24,-0.000615686868243639
usa,resff3_12_1,daily,ew,1,651,317,1954-05-25,0.00167587545850696
usa,resff3_12_1,daily,ew,1,649,316,1954-05-26,0.00169201325444002
usa,resff3_12_1,daily,ew,1,651,317,1954-05-27,0.000780897674091879
usa,resff3_12_1,daily,ew,1,651,317,1954-05-28,-0.00105367519540415
usa,resff3_12_1,daily,ew,1,666,326,1954-06-01,0.0027248311701583
usa,resff3_12_1,daily,ew,1,667,327,1954-06-02,0.00405806133352222
usa,resff3_12_1,daily,ew,1,666,327,1954-06-03,-0.000226982116620795
usa,resff3_12_1,daily,ew,1,667,327,1954-06-04,-0.000331011757020148
usa,resff3_12_1,daily,ew,1,667,327,1954-06-07,-0.00122819882019158
usa,resff3_12_1,daily,ew,1,667,327,1954-06-08,-0.00018073508846915
usa,resff3_12_1,daily,ew,1,666,327,1954-06-09,-0.00023998259608023
usa,resff3_12_1,daily,ew,1,667,327,1954-06-10,-0.00108838702852222
usa,resff3_12_1,daily,ew,1,667,327,1954-06-11,-0.000385610566482281
usa,resff3_12_1,daily,ew,1,666,327,1954-06-14,0.0008904170798381
usa,resff3_12_1,daily,ew,1,667,327,1954-06-15,-0.000381442506548839
usa,resff3_12_1,daily,ew,1,667,327,1954-06-16,-0.00176819597932722
usa,resff3_12_1,daily,ew,1,667,327,1954-06-17,-0.00128713793519608
usa,resff3_12_1,daily,ew,1,666,326,1954-06-18,0.000739898088495233
usa,resff3_12_1,daily,ew,1,667,327,1954-06-21,0.00298934731799245
usa,resff3_12_1,daily,ew,1,666,326,1954-06-22,0.00150044560444504
usa,resff3_12_1,daily,ew,1,667,327,1954-06-23,-0.000749514453783954
usa,resff3_12_1,daily,ew,1,667,327,1954-06-24,0.000790222556766505
usa,resff3_12_1,daily,ew,1,665,326,1954-06-25,0.00222392823454308
usa,resff3_12_1,daily,ew,1,667,327,1954-06-28,0.00216856140517359
usa,resff3_12_1,daily,ew,1,667,327,1954-06-29,0.003256723515492
usa,resff3_12_1,daily,ew,1,667,327,1954-06-30,0.00203296492070606
usa,resff3_12_1,daily,ew,1,677,323,1954-07-01,0.00270756975455476
usa,resff3_12_1,daily,ew,1,677,323,1954-07-02,0.000398010412702245
usa,resff3_12_1,daily,ew,1,676,323,1954-07-06,-0.00043479358415193
usa,resff3_12_1,daily,ew,1,677,323,1954-07-07,0.0000822505028817058
usa,resff3_12_1,daily,ew,1,677,323,1954-07-08,0.00104019585469032
usa,resff3_12_1,daily,ew,1,677,323,1954-07-09,0.000479447437783142
usa,resff3_12_1,daily,ew,1,677,323,1954-07-12,0.00133088605150426
usa,resff3_12_1,daily,ew,1,677,323,1954-07-13,-0.000409307545785451
usa,resff3_12_1,daily,ew,1,676,323,1954-07-14,-0.000847250630175263
usa,resff3_12_1,daily,ew,1,676,322,1954-07-15,-0.0000313659810419614
usa,resff3_12_1,daily,ew,1,677,323,1954-07-16,0.00517244630325515
usa,resff3_12_1,daily,ew,1,676,322,1954-07-19,0.00208374242554879
usa,resff3_12_1,daily,ew,1,677,323,1954-07-20,-0.00156183875744958
usa,resff3_12_1,daily,ew,1,676,323,1954-07-21,-0.00360340662511413
usa,resff3_12_1,daily,ew,1,677,323,1954-07-22,-0.00377019279847213
usa,resff3_12_1,daily,ew,1,677,323,1954-07-23,0.00108015940759301
usa,resff3_12_1,daily,ew,1,677,323,1954-07-26,-0.000674950134341712
usa,resff3_12_1,daily,ew,1,676,322,1954-07-27,0.0000847806791642617
usa,resff3_12_1,daily,ew,1,676,322,1954-07-28,-0.00055053673303598
usa,resff3_12_1,daily,ew,1,677,323,1954-07-29,0.00342101105239982
usa,resff3_12_1,daily,ew,1,677,323,1954-07-30,-0.000282419696325059
usa,resff3_12_1,daily,ew,1,665,312,1954-08-02,0.000243647374372108
usa,resff3_12_1,daily,ew,1,666,313,1954-08-03,-0.00104078841364932
usa,resff3_12_1,daily,ew,1,664,312,1954-08-04,0.00018297798330603
usa,resff3_12_1,daily,ew,1,666,313,1954-08-05,0.00082416724628334
usa,resff3_12_1,daily,ew,1,666,313,1954-08-06,0.00209487053058042
usa,resff3_12_1,daily,ew,1,666,313,1954-08-09,0.000238257803535194
usa,resff3_12_1,daily,ew,1,666,313,1954-08-10,0.000888415867207594
usa,resff3_12_1,daily,ew,1,666,313,1954-08-11,-0.00316654016045851
usa,resff3_12_1,daily,ew,1,666,313,1954-08-12,0.00214237121541963
usa,resff3_12_1,daily,ew,1,664,312,1954-08-13,-0.00446315602729502
usa,resff3_12_1,daily,ew,1,665,312,1954-08-16,-0.00584459499534614
usa,resff3_12_1,daily,ew,1,665,313,1954-08-17,0.000818508904064658
usa,resff3_12_1,daily,ew,1,666,313,1954-08-18,0.000347171189055019
usa,resff3_12_1,daily,ew,1,666,313,1954-08-19,0.0043536450000887
usa,resff3_12_1,daily,ew,1,666,313,1954-08-20,-0.00473760570749486
usa,resff3_12_1,daily,ew,1,665,313,1954-08-23,0.00108972043204663
usa,resff3_12_1,daily,ew,1,666,313,1954-08-24,-0.00045961307593516
usa,resff3_12_1,daily,ew,1,665,313,1954-08-25,0.0019873768904452
usa,resff3_12_1,daily,ew,1,665,312,1954-08-26,-0.00191254355449592
usa,resff3_12_1,daily,ew,1,665,313,1954-08-27,0.00115569677804125
usa,resff3_12_1,daily,ew,1,666,313,1954-08-30,0.00321624099265719
usa,resff3_12_1,daily,ew,1,666,313,1954-08-31,-0.000997223016236908
usa,resff3_12_1,daily,ew,1,663,317,1954-09-01,0.00233815932661695
usa,resff3_12_1,daily,ew,1,662,317,1954-09-02,0.00113149885917926
usa,resff3_12_1,daily,ew,1,663,317,1954-09-03,-0.00106920895311263
usa,resff3_12_1,daily,ew,1,663,317,1954-09-07,0.00337765858926442
usa,resff3_12_1,daily,ew,1,663,317,1954-09-08,0.0010077431938349
usa,resff3_12_1,daily,ew,1,662,317,1954-09-09,0.000573951218886417
usa,resff3_12_1,daily,ew,1,663,317,1954-09-10,-0.00165287863772269
usa,resff3_12_1,daily,ew,1,663,317,1954-09-13,-0.000900986936289455
usa,resff3_12_1,daily,ew,1,663,317,1954-09-14,0.000518488229905545
usa,resff3_12_1,daily,ew,1,663,317,1954-09-15,0.000428671562040262
usa,resff3_12_1,daily,ew,1,663,317,1954-09-16,0.000419967251068544
usa,resff3_12_1,daily,ew,1,663,317,1954-09-17,0.00184485088693313
usa,resff3_12_1,daily,ew,1,663,317,1954-09-20,0.000435910157794351
usa,resff3_12_1,daily,ew,1,663,317,1954-09-21,-0.00143749532458927
usa,resff3_12_1,daily,ew,1,663,317,1954-09-22,0.000377018247084299
usa,resff3_12_1,daily,ew,1,663,317,1954-09-23,-0.00100292021251254
usa,resff3_12_1,daily,ew,1,661,316,1954-09-24,-0.0024115408364171
