location,name,freq,weighting,n_factors,date,ret
usa,short_term_reversal,daily,ew,4,1927-05-06,0.000267192305060451
usa,short_term_reversal,daily,ew,4,1927-05-07,0.000806799817354572
usa,short_term_reversal,daily,ew,4,1927-05-09,-0.00112691189813321
usa,short_term_reversal,daily,ew,4,1927-05-10,0.0035670680662061
usa,short_term_reversal,daily,ew,4,1927-05-11,-0.0000598073500173893
usa,short_term_reversal,daily,ew,4,1927-05-12,-0.00126746573984025
usa,short_term_reversal,daily,ew,4,1927-05-13,0.00132977301074074
usa,short_term_reversal,daily,ew,4,1927-05-14,0.00248350397443446
usa,short_term_reversal,daily,ew,4,1927-05-16,0.000989725955436711
usa,short_term_reversal,daily,ew,4,1927-05-17,-0.00387604954203982
usa,short_term_reversal,daily,ew,4,1927-05-18,-0.00304608622406252
usa,short_term_reversal,daily,ew,4,1927-05-19,0.00235076304088882
usa,short_term_reversal,daily,ew,4,1927-05-20,0.00107093922802663
usa,short_term_reversal,daily,ew,4,1927-05-21,0.00147911147833093
